CompoundName	TargetGene	PubchemCID	InKey	ClinicalPhase	MOA	DiseaseArea	Indication
allopurinol	XDH	135401907	OFCNXPDARWKPPY-UHFFFAOYSA-N	Launched	xanthine oxidase inhibitor	rheumatology|urology	gout|kidney stones
allylestrenol	ESR1	235905	ATXHVCQZZJYMCF-XUDSTZEESA-N	Launched	steroidal progestin	obstetrics/gynecology	premature labor
allylestrenol	PGR	235905	ATXHVCQZZJYMCF-XUDSTZEESA-N	Launched	steroidal progestin	obstetrics/gynecology	premature labor
allylestrenol	SLC6A9	235905	ATXHVCQZZJYMCF-XUDSTZEESA-N	Launched	steroidal progestin	obstetrics/gynecology	premature labor
allylisothiocyanate	TRPA1	5971	ZOJBYZNEUISWFT-UHFFFAOYSA-N	Preclinical	TRPV agonist	NA	NA
almitrine	ATP1A1	33887	OBDOVFRMEYHSQB-UHFFFAOYSA-N	Launched	neurotransmitter agonist	pulmonary	chronic obstructive pulmonary disease (COPD)
almorexant	HCRTR1	23727689	DKMACHNQISHMDN-RPLLCQBOSA-N	Phase 3	orexin receptor antagonist	NA	NA
almorexant	HCRTR2	23727689	DKMACHNQISHMDN-RPLLCQBOSA-N	Phase 3	orexin receptor antagonist	NA	NA
almotriptan	HTR1B	123606	WKEMJKQOLOHJLZ-UHFFFAOYSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	migraine headache
almotriptan	HTR1D	123606	WKEMJKQOLOHJLZ-UHFFFAOYSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	migraine headache
aloe-emodin	CASP8	10207	YDQWDHRMZQUTBA-UHFFFAOYSA-N	Preclinical	anticancer agent	NA	NA
alogliptin	DPP4	11450633	ZSBOMTDTBDDKMP-OAHLLOKOSA-N	Launched	dipeptidyl peptidase inhibitor	endocrinology	diabetes mellitus
alosetron	HTR3A	2099	JSWZEAMFRNKZNL-UHFFFAOYSA-N	Withdrawn	serotonin receptor antagonist	NA	NA
aloxistatin	CTSG	65663	SRVFFFJZQVENJC-IHRRRGAJSA-N	Phase 3	protease inhibitor	NA	NA
alpelisib	PIK3CA	56649450	STUWGJZDJHPWGZ-LBPRGKRZSA-N	Launched	PI3K inhibitor	oncology	breast cancer
alpelisib	PIK3CB	56649450	STUWGJZDJHPWGZ-LBPRGKRZSA-N	Launched	PI3K inhibitor	oncology	breast cancer
alpelisib	PIK3CD	56649450	STUWGJZDJHPWGZ-LBPRGKRZSA-N	Launched	PI3K inhibitor	oncology	breast cancer
alpelisib	PIK3CG	56649450	STUWGJZDJHPWGZ-LBPRGKRZSA-N	Launched	PI3K inhibitor	oncology	breast cancer
alpha-asarone	HMGCR	636822	RKFAZBXYICVSKP-AATRIKPKSA-N	Preclinical	cytochrome P450 inhibitor|HMGCR inhibitor	NA	NA
alpha-linolenic-acid	ELOVL4	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	FADS1	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	FADS2	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	FFAR1	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	FFAR4	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	PTGS2	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	SLC8A1	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-linolenic-acid	TRPV1	5280934	DTOSIQBPPRVQHS-PDBXOOCHSA-N	Phase 3	omega 3 fatty acid stimulant	NA	NA
alpha-methylhistamine-dihydrobromide-(R)-(-)	HRH3	156615	XNQIOISZPFVUFG-RXMQYKEDSA-N	Preclinical	histamine receptor agonist	NA	NA
alpha-methylhistamine-dihydrobromide-(S)-(+)	HRH3	6603865	XNQIOISZPFVUFG-YFKPBYRVSA-N	Preclinical	histamine receptor agonist	NA	NA
alpha-methylserotonin	HTR1D	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR1E	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR1F	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR2A	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR2B	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR2C	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpha-methylserotonin	HTR4	14083218	LYPCGXKCQDYTFV-SSDOTTSWSA-N	Preclinical	serotonin receptor agonist	NA	NA
alpidem	GABRA1	54897	JRTIDHTUMYMPRU-UHFFFAOYSA-N	Withdrawn	benzodiazepine receptor agonist	NA	NA
alprenolol	ADRB1	203685	PAZJSJFMUHDSTF-CQSZACIVSA-N	Launched	adrenergic receptor antagonist	cardiology	angina pectoris
alprenolol	ADRB2	203685	PAZJSJFMUHDSTF-CQSZACIVSA-N	Launched	adrenergic receptor antagonist	cardiology	angina pectoris
alprostadil	CATSPER1	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	CATSPER2	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	CATSPER3	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	CATSPER4	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	PTGDR	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	PTGER1	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	PTGER2	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	PTGER4	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alprostadil	PTGIR	5280723	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Launched	prostanoid receptor agonist	cardiology	congenital heart defects
alrestatin	AKR1B1	2120	GCUCIFQCGJIRNT-UHFFFAOYSA-N	Preclinical	aldose reductase inhibitor	NA	NA
altanserin	HTR2A	3033677	SMYALUSCZJXWHG-UHFFFAOYSA-N	Phase 2	serotonin receptor antagonist	NA	NA
altinicline	CHRNA4	3036156	NUPUDYKEEJNZRG-LBPRGKRZSA-N	Phase 2	nicotinic receptor agonist	NA	NA
altinicline	CHRNB2	3036156	NUPUDYKEEJNZRG-LBPRGKRZSA-N	Phase 2	nicotinic receptor agonist	NA	NA
altiratinib	KDR	54576299	GNNDEPIMDAZHRQ-UHFFFAOYSA-N	Phase 1	MET inhibitor|VEGFR inhibitor	NA	NA
altiratinib	MET	54576299	GNNDEPIMDAZHRQ-UHFFFAOYSA-N	Phase 1	MET inhibitor|VEGFR inhibitor	NA	NA
altiratinib	TEK	54576299	GNNDEPIMDAZHRQ-UHFFFAOYSA-N	Phase 1	MET inhibitor|VEGFR inhibitor	NA	NA
altrenogest	PGR	10041070	VWAUPFMBXBWEQY-ANULTFPQSA-N	Launched	progestogen hormone	endocrinology	estrus
alverine	HTR1A	3678	ZPFXAOWNKLFJDN-UHFFFAOYSA-N	Launched	muscle relaxant	gastroenterology	irritable bowel syndrome|diverticular disease
alvespimycin	HSP90AA1	59996481	KUFRQPKVAWMTJO-UBNVGODQSA-N	Phase 2	HSP inhibitor	NA	NA
alvimopan	OPRD1	5488548	UPNUIXSCZBYVBB-JVFUWBCBSA-N	Launched	opioid receptor antagonist	gastroenterology	postoperative ileus
alvimopan	OPRK1	5488548	UPNUIXSCZBYVBB-JVFUWBCBSA-N	Launched	opioid receptor antagonist	gastroenterology	postoperative ileus
alvimopan	OPRM1	5488548	UPNUIXSCZBYVBB-JVFUWBCBSA-N	Launched	opioid receptor antagonist	gastroenterology	postoperative ileus
alvocidib	CDK1	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK2	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK4	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK5	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK6	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK7	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK8	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	CDK9	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	EGFR	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
alvocidib	PYGM	5287969	BIIVYFLTOXDAOV-YVEFUNNKSA-N	Phase 2	CDK inhibitor	NA	NA
ALX-5407	SLC6A9	86306255	FDORQEIHOKEJNX-HSZRJFAPSA-N	Phase 1	glycine transporter inhibitor	NA	NA
AM-1241	CNR1	23583507	ZUHIXXCLLBMBDW-MRXNPFEDSA-N	Preclinical	cannabinoid receptor agonist	NA	NA
AM-1241	CNR2	23583507	ZUHIXXCLLBMBDW-MRXNPFEDSA-N	Preclinical	cannabinoid receptor agonist	NA	NA
AM-24	ALOX5	11862	VAPDZNUFNKUROY-UHFFFAOYSA-N	Phase 2	lipoxygenase inhibitor	NA	NA
AM-251	CNR1	2125	BUZAJRPLUGXRAB-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-251	GPR18	2125	BUZAJRPLUGXRAB-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-251	GPR55	2125	BUZAJRPLUGXRAB-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-281	CNR1	4302962	AJFFBPZYXRNAIC-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-281	CNR2	4302962	AJFFBPZYXRNAIC-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-281	GPR55	4302962	AJFFBPZYXRNAIC-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-404	CNR1	6604822	IJBZOOZRAXHERC-DOFZRALJSA-N	Preclinical	cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist	NA	NA
AM-404	CNR2	6604822	IJBZOOZRAXHERC-DOFZRALJSA-N	Preclinical	cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist	NA	NA
AM-404	FAAH	6604822	IJBZOOZRAXHERC-DOFZRALJSA-N	Preclinical	cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist	NA	NA
AM-404	TRPV1	6604822	IJBZOOZRAXHERC-DOFZRALJSA-N	Preclinical	cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist	NA	NA
AM-580	RARA	2126	SZWKGOZKRMMLAJ-UHFFFAOYSA-N	Preclinical	retinoid receptor agonist	NA	NA
AM-630	CNR1	4302963	JHOTYHDSLIUKCJ-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-630	CNR2	4302963	JHOTYHDSLIUKCJ-UHFFFAOYSA-N	Preclinical	cannabinoid receptor antagonist	NA	NA
AM-92016	GRIN1	6604771	BQBSHJUQVIWEFM-MRXNPFEDSA-N	Preclinical	potassium channel blocker	NA	NA
amantadine	DRD2	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amantadine	GRIN2A	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amantadine	GRIN2B	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amantadine	GRIN2C	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amantadine	GRIN2D	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amantadine	GRIN3A	2130	DKNWSYNQZKUICI-UHFFFAOYSA-N	Launched	glutamate receptor antagonist	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
ambenonium	ACHE	2131	OMHBPUNFVFNHJK-UHFFFAOYSA-P	Launched	cholinesterase inhibitor	neurology/psychiatry	myasthenia gravis
ambrisentan	EDNRA	6918493	OUJTZYPIHDYQMC-LJQANCHMSA-N	Launched	endothelin receptor antagonist	pulmonary	pulmonary arterial hypertension (PAH)
ambrisentan	EDNRB	6918493	OUJTZYPIHDYQMC-LJQANCHMSA-N	Launched	endothelin receptor antagonist	pulmonary	pulmonary arterial hypertension (PAH)
ambroxol	CYP3A4		JBDGDEWWOUBZPM-XYPYZODXSA-N	Launched	sodium channel blocker	pulmonary	bronchitis
amcinonide	NR3C1	40469418	ILKJAFIWWBXGDU-KNPIAJNZSA-N	Launched	glucocorticoid receptor agonist	dermatology	corticosteroid-responsive dermatoses
AMD-3465	CXCR4	483559	CWJJHESJXJQCJA-UHFFFAOYSA-N	Preclinical	CC chemokine receptor antagonist	NA	NA
AMD11070	CCR5	11256587	WVLHHLRVNDMIAR-IBGZPJMESA-N	Phase 3	CC chemokine receptor antagonist	NA	NA
AMD11070	CXCR4	11256587	WVLHHLRVNDMIAR-IBGZPJMESA-N	Phase 3	CC chemokine receptor antagonist	NA	NA
amezinium	ADRB2	71927	VXROHTDSRBRJLN-UHFFFAOYSA-O	Launched	adrenergic receptor agonist	cardiology	hypotension
amfenac	PTGS1	2136	SOYCMDCMZDHQFP-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	neurology/psychiatry	pain relief
amfenac	PTGS2	2136	SOYCMDCMZDHQFP-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	neurology/psychiatry	pain relief
amflutizole	XDH	54833	KVMCEGAWQYTFKC-UHFFFAOYSA-N	Phase 2	xanthine oxidase inhibitor	NA	NA
AMG-PERK-44	EIF2AK4	86583045	YPPSMYLMSKHYAY-UHFFFAOYSA-N	Preclinical	PERK inhibitor	NA	NA
AMG-208	MET	24864821	HEAIZQNMNCHNFD-UHFFFAOYSA-N	Phase 1	tyrosine kinase inhibitor	NA	NA
AMG-232	MDM2	58573469	DRLCSJFKKILATL-YWCVFVGNSA-N	Phase 2	MDM inhibitor	NA	NA
AMG-319	PIK3CD	68947304	KWRYMZHCQIOOEB-LBPRGKRZSA-N	Phase 2	PI3K inhibitor	NA	NA
AMG-337	MET	44181686	DWHXUGDWKAIASB-CQSZACIVSA-N	Phase 2	MET inhibitor	NA	NA
AMG-487-(+/-)	CXCR3	24957182	WQTKNBPCJKRYPA-OAQYLSRUSA-N	Phase 2	CC chemokine receptor antagonist	NA	NA
AMG-517	TRPV1	16007367	YUTIXVXZQIQWGY-UHFFFAOYSA-N	Phase 1	TRPV antagonist	NA	NA
AMG-548	MAPK11	11167112	RQVKVJIRFKVPBF-VWLOTQADSA-N	Phase 1	MAP kinase inhibitor	NA	NA
AMG-548	MAPK12	11167112	RQVKVJIRFKVPBF-VWLOTQADSA-N	Phase 1	MAP kinase inhibitor	NA	NA
AMG-548	MAPK13	11167112	RQVKVJIRFKVPBF-VWLOTQADSA-N	Phase 1	MAP kinase inhibitor	NA	NA
AMG-548	MAPK14	11167112	RQVKVJIRFKVPBF-VWLOTQADSA-N	Phase 1	MAP kinase inhibitor	NA	NA
AMG-837	FFAR1	46854655	ZOPNBMMVVZRSGH-NRFANRHFSA-N	Phase 1	free fatty acid receptor agonist	NA	NA
AMG-925	CDK4	NA	BBUVDDPUURMFOX-SAABIXHNSA-N	Phase 1	CDK inhibitor|FLT3 inhibitor	NA	NA
AMG-925	CDK6	NA	BBUVDDPUURMFOX-SAABIXHNSA-N	Phase 1	CDK inhibitor|FLT3 inhibitor	NA	NA
AMG-925	FLT3	NA	BBUVDDPUURMFOX-SAABIXHNSA-N	Phase 1	CDK inhibitor|FLT3 inhibitor	NA	NA
AMG-9810	TRPV1	680502	GZTFUVZVLYUPRG-IZZDOVSWSA-N	Preclinical	TRPV antagonist	NA	NA
AMG319	PIK3CD	133547162	KWRYMZHCQIOOEB-GFCCVEGCSA-N	Phase 2	PI3K inhibitor	NA	NA
AMG458	MET	24764449	GLBZSOQDAOLMGC-UHFFFAOYSA-N	Preclinical	MET inhibitor	NA	NA
AMG900	AURKA	24856041	IVUGFMLRJOCGAS-UHFFFAOYSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
AMG900	AURKB	24856041	IVUGFMLRJOCGAS-UHFFFAOYSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
AMG900	AURKC	24856041	IVUGFMLRJOCGAS-UHFFFAOYSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
AMI-1	PRMT1	67254	PCGISRHGYLRXSR-UHFFFAOYSA-N	Preclinical	protein arginine N-methyltransferase inhibitor	NA	NA
amibegron	ADRB3	3035442	RDJQCOBTKKAQAH-FPOVZHCZSA-N	Phase 3	adrenergic receptor agonist	NA	NA
amiflamine	MAOA	6336525	HFQMYSHATTXRTC-SNVBAGLBSA-N	Phase 1	monoamine oxidase inhibitor	NA	NA
amiflamine	SLC6A2	6336525	HFQMYSHATTXRTC-SNVBAGLBSA-N	Phase 1	monoamine oxidase inhibitor	NA	NA
amifostine	ALPPL2	29927142	JKOQGQFVAUAYPM-UHFFFAOYSA-N	Launched	reducing agent	nephrology	renal toxicity
amifostine	ENPP1	29927142	JKOQGQFVAUAYPM-UHFFFAOYSA-N	Launched	reducing agent	nephrology	renal toxicity
amiloride	AOC1	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	ASIC1	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	ASIC2	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	ASIC3	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	PKD2	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	PKD2L1	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	PLAU	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	SCNN1A	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	SCNN1B	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	SCNN1D	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	SCNN1G	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	SLC9A1	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	TRPC7	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amiloride	TRPV2	16231	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Launched	sodium channel blocker	cardiology	hypertension|congestive heart failure
amineptine	SLC6A2	38988248	ONNOFKFOZAJDHT-UHFFFAOYSA-N	Withdrawn	dopamine receptor agonist	NA	NA
amineptine	SLC6A4	38988248	ONNOFKFOZAJDHT-UHFFFAOYSA-N	Withdrawn	dopamine receptor agonist	NA	NA
aminocaproic-acid	LPA	564	SLXKOJJOQWFEFD-UHFFFAOYSA-N	Launched	plasminogen activator inhibitor	hematology	fibrinolytic bleeding
aminocaproic-acid	PLAT	564	SLXKOJJOQWFEFD-UHFFFAOYSA-N	Launched	plasminogen activator inhibitor	hematology	fibrinolytic bleeding
aminocaproic-acid	PLG	564	SLXKOJJOQWFEFD-UHFFFAOYSA-N	Launched	plasminogen activator inhibitor	hematology	fibrinolytic bleeding
aminoglutethimide	CYP11A1	1548995	ROBVIMPUHSLWNV-ZDUSSCGKSA-N	Launched	glucocorticoid receptor antagonist	endocrinology|oncology	Cushing's syndrome|breast cancer
aminoglutethimide	CYP19A1	1548995	ROBVIMPUHSLWNV-ZDUSSCGKSA-N	Launched	glucocorticoid receptor antagonist	endocrinology|oncology	Cushing's syndrome|breast cancer
aminoguanidine	AKR1B1	2146	HAMNKKUPIHEESI-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
aminoguanidine	NOS2	2146	HAMNKKUPIHEESI-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
aminoguanidine	TIMP3	2146	HAMNKKUPIHEESI-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
aminomethyltransferase	NOS2	7059445	BATVOUKHGLKDGQ-BYPYZUCNSA-N	Preclinical	nitric oxide synthase inhibitor	NA	NA
aminopentamide	CHRM1	176163	NARHAGIVSFTMIG-UHFFFAOYSA-N	Launched	acetylcholine receptor antagonist	gastroenterology	acute abdominal visceral spasm|hypertrophic gastritis (GHG)|nausea
aminophylline	ADORA1	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	ADORA2A	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	ADORA2B	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	ADORA3	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	HDAC2	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE3A	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE3B	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE4A	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE4B	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE4C	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE4D	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminophylline	PDE5A	2153	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Launched	adenosine receptor antagonist	pulmonary	asthma|bronchitis|emphysema
aminopterin	DHFR	169371	TVZGACDUOSZQKY-LBPRGKRZSA-N	Phase 3	dihydrofolate reductase inhibitor	NA	NA
aminopterin	SLC46A1	169371	TVZGACDUOSZQKY-LBPRGKRZSA-N	Phase 3	dihydrofolate reductase inhibitor	NA	NA
aminopurvalanol-a	CDK1	6604931	RAMROQQYRRQPDL-HNNXBMFYSA-N	Preclinical	CDK inhibitor|tyrosine kinase inhibitor	NA	NA
aminopurvalanol-a	CDK2	6604931	RAMROQQYRRQPDL-HNNXBMFYSA-N	Preclinical	CDK inhibitor|tyrosine kinase inhibitor	NA	NA
aminopurvalanol-a	CDK5	6604931	RAMROQQYRRQPDL-HNNXBMFYSA-N	Preclinical	CDK inhibitor|tyrosine kinase inhibitor	NA	NA
aminosalicylate	ALOX5	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	gastroenterology	inflammatory bowel disease|ulcerative colitis
aminosalicylate	CHUK	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	gastroenterology	inflammatory bowel disease|ulcerative colitis
aminosalicylate	PLA2G2E	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	gastroenterology	inflammatory bowel disease|ulcerative colitis
aminosalicylate	PTGS1	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	gastroenterology	inflammatory bowel disease|ulcerative colitis
aminosalicylate	PTGS2	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	gastroenterology	inflammatory bowel disease|ulcerative colitis
aminothiadiazole	ADORA3	19909	QUKGLNCXGVWCJX-UHFFFAOYSA-N	Phase 2	inosine monophosphate dehydrogenase inhibitor	NA	NA
aminothiadiazole	IMPDH1	19909	QUKGLNCXGVWCJX-UHFFFAOYSA-N	Phase 2	inosine monophosphate dehydrogenase inhibitor	NA	NA
aminothiazole	NOS2	2155	RAIPHJJURHTUIC-UHFFFAOYSA-N	Preclinical	cyclin D inhibitor	NA	NA
amiodarone	ADRB1	2157	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Launched	potassium channel blocker	cardiology	ventricular arrhythmias
amiodarone	CACNA1H	2157	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Launched	potassium channel blocker	cardiology	ventricular arrhythmias
amiodarone	CACNA2D2	2157	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Launched	potassium channel blocker	cardiology	ventricular arrhythmias
amiodarone	KCNA7	2157	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Launched	potassium channel blocker	cardiology	ventricular arrhythmias
