"","cluster","target_gene","approved_name","TruePos","FalsePos","FalseNeg","TrueNeg","TotalCmpdsTested","OddsRatio","p_val","significant"
"641",13,"KCNA5","potassium voltage-gated channel subfamily A member 5",1,13,12,1803,1829,11.5576923076923,0.0953626973393866,FALSE
"642",13,"KCNH2","potassium voltage-gated channel subfamily H member 2",7,123,6,1693,1829,16.0582655826558,9.37182469376044e-06,TRUE
"643",13,"KCNJ5","potassium inwardly rectifying channel subfamily J member 5",2,9,11,1807,1829,36.5050505050505,0.0024750449333226,TRUE
"644",13,"KCNJ6","potassium inwardly rectifying channel subfamily J member 6",3,12,10,1804,1829,45.1,0.00012165544671901,TRUE
"645",13,"KCNK2","potassium two pore domain channel subfamily K member 2",2,12,11,1804,1829,27.3333333333333,0.00404600899538677,TRUE
"646",13,"ORM1","orosomucoid 1",1,1,12,1815,1829,151.25,0.0141687593392619,FALSE
"647",13,"ORM2","orosomucoid 2",1,1,12,1815,1829,151.25,0.0141687593392619,FALSE
"648",13,"S100A4","S100 calcium binding protein A4",1,5,12,1811,1829,30.1833333333333,0.0419519664012213,FALSE
"649",13,"SCN5A","sodium voltage-gated channel alpha subunit 5",3,61,10,1755,1829,8.63114754098361,0.00909518816291443,FALSE
"650",13,"SCN9A","sodium voltage-gated channel alpha subunit 9",1,28,12,1788,1829,5.32142857142857,0.188170883969912,FALSE
"651",13,"SIGMAR1","sigma non-opioid intracellular receptor 1",6,87,7,1729,1829,17.0344827586207,1.89418428031027e-05,TRUE
"652",13,"SLC6A2","solute carrier family 6 member 2",4,65,9,1751,1829,11.9726495726496,0.00102619439074452,TRUE
"653",13,"SLC6A3","solute carrier family 6 member 3",2,54,11,1762,1829,5.93265993265993,0.0578648090657548,FALSE
"654",13,"SLC6A4","solute carrier family 6 member 4",4,93,9,1723,1829,8.23416965352449,0.00367277894668533,TRUE
"655",13,"SMPD1","sphingomyelin phosphodiesterase 1",1,2,12,1814,1829,75.5833333333333,0.0211834315497649,FALSE
"656",13,"TNNC1","troponin C1, slow skeletal and cardiac type",1,0,12,1816,1829,Inf,0.00710770913067238,TRUE
"657",13,"TRPC5","transient receptor potential cation channel subfamily C member 5",1,10,12,1806,1829,15.05,0.075664407978235,FALSE
"658",13,"TRPM3","transient receptor potential cation channel subfamily M member 3",1,9,12,1807,1829,16.7314814814815,0.0690108295196071,FALSE
"659",14,"ADRA2C","adrenoceptor alpha 2C",1,75,7,1746,1829,3.32571428571429,0.28836609181378,FALSE
"660",14,"CACNA1C","calcium voltage-gated channel subunit alpha1 C",2,16,6,1805,1829,37.6041666666667,0.00247425303549777,TRUE
"661",14,"CACNA1D","calcium voltage-gated channel subunit alpha1 D",1,7,7,1814,1829,37.0204081632653,0.0345258866276763,FALSE
"662",14,"CACNA1H","calcium voltage-gated channel subunit alpha1 H",1,12,7,1809,1829,21.5357142857143,0.0555708477021734,FALSE
"663",14,"CACNG1","calcium voltage-gated channel auxiliary subunit gamma 1",1,3,7,1818,1829,86.5714285714286,0.0173956231324771,FALSE
"664",14,"CHRM1","cholinergic receptor muscarinic 1",1,99,7,1722,1829,2.48484848484848,0.362816260562421,FALSE
"665",14,"CYP2C19","cytochrome P450 family 2 subfamily C member 19",1,79,7,1742,1829,3.1500904159132,0.301278880675392,FALSE
"666",14,"CYP2D6","cytochrome P450 family 2 subfamily D member 6",1,158,7,1663,1829,1.50361663652803,0.517622215484893,FALSE
"667",14,"CYP2J2","cytochrome P450 family 2 subfamily J member 2",1,6,7,1815,1829,43.2142857142857,0.0302680074066295,FALSE
"668",14,"CYP3A4","cytochrome P450 family 3 subfamily A member 4",2,95,6,1726,1829,6.05614035087719,0.0632479562655651,FALSE
"669",14,"DRD2","dopamine receptor D2",2,100,6,1721,1829,5.73666666666667,0.0692006476224016,FALSE
"670",14,"DRD3","dopamine receptor D3",1,78,7,1743,1829,3.19230769230769,0.298070058083775,FALSE
"671",14,"EBP","EBP cholestenol delta-isomerase",1,17,7,1804,1829,15.1596638655462,0.0762133226263028,FALSE
"672",14,"ESR1","estrogen receptor 1",2,45,6,1776,1829,13.1555555555556,0.0164008056924839,FALSE
"673",14,"ESR2","estrogen receptor 2",1,28,7,1793,1829,9.14795918367347,0.120242485713981,FALSE
"674",14,"FER","FER tyrosine kinase",1,0,7,1821,1829,Inf,0.00437397484964452,TRUE
"675",14,"GLRA1","glycine receptor alpha 1",1,20,7,1801,1829,12.8642857142857,0.0884083702894733,FALSE
"676",14,"HRH1","histamine receptor H1",3,98,5,1723,1829,10.5489795918367,0.00747202992345519,TRUE
"677",14,"HTR1A","5-hydroxytryptamine receptor 1A",2,81,6,1740,1829,7.16049382716049,0.0476830423900294,FALSE
"678",14,"HTR1D","5-hydroxytryptamine receptor 1D",1,42,7,1779,1829,6.05102040816327,0.173616806313465,FALSE
"679",14,"HTR1E","5-hydroxytryptamine receptor 1E",1,23,7,1798,1829,11.167701863354,0.100462319778535,FALSE
"680",14,"HTR2A","5-hydroxytryptamine receptor 2A",3,115,5,1706,1829,8.90086956521739,0.0115436613509576,FALSE
"681",14,"HTR2B","5-hydroxytryptamine receptor 2B",1,81,7,1740,1829,3.06878306878307,0.307658042053842,FALSE
"682",14,"KCNH1","potassium voltage-gated channel subfamily H member 1",1,12,7,1809,1829,21.5357142857143,0.0555708477021734,FALSE
"683",14,"KCNH2","potassium voltage-gated channel subfamily H member 2",5,125,3,1696,1829,22.6133333333333,7.92315895746469e-05,TRUE
"684",14,"KCNQ4","potassium voltage-gated channel subfamily Q member 4",1,7,7,1814,1829,37.0204081632653,0.0345258866276763,FALSE
"685",14,"PLK1","polo like kinase 1",1,0,7,1821,1829,Inf,0.00437397484964452,TRUE
"686",14,"PTGS1","prostaglandin-endoperoxide synthase 1",1,65,7,1756,1829,3.85934065934066,0.2551663963095,FALSE
"687",14,"SCN5A","sodium voltage-gated channel alpha subunit 5",2,62,6,1759,1829,9.45698924731183,0.0294603874040314,FALSE
"688",14,"SIGMAR1","sigma non-opioid intracellular receptor 1",1,92,7,1729,1829,2.68478260869565,0.341840815351008,FALSE
"689",14,"SLC22A1","solute carrier family 22 member 1",1,4,7,1817,1829,64.8928571428571,0.0217029299899786,FALSE
"690",14,"SLC22A2","solute carrier family 22 member 2",1,8,7,1813,1829,32.375,0.0387673983832933,FALSE
"691",14,"SLC22A3","solute carrier family 22 member 3",1,4,7,1817,1829,64.8928571428571,0.0217029299899786,FALSE
"692",14,"SLC47A1","solute carrier family 47 member 1",1,13,7,1808,1829,19.8681318681319,0.0597313285493002,FALSE
"693",14,"SLC47A2","solute carrier family 47 member 2",1,7,7,1814,1829,37.0204081632653,0.0345258866276763,FALSE
"694",14,"SLC6A2","solute carrier family 6 member 2",2,67,6,1754,1829,8.72636815920398,0.0339061240583119,FALSE
"695",14,"SLC6A3","solute carrier family 6 member 3",3,53,5,1768,1829,20.0150943396226,0.00136619819356695,TRUE
"696",14,"SLC6A4","solute carrier family 6 member 4",2,95,6,1726,1829,6.05614035087719,0.0632479562655651,FALSE
"697",14,"TTK","TTK protein kinase",1,0,7,1821,1829,Inf,0.00437397484964452,TRUE
"698",15,"ABCB1","ATP binding cassette subfamily B member 1",1,24,4,1800,1829,18.75,0.0665712391074914,FALSE
"699",15,"ADRA2A","adrenoceptor alpha 2A",1,81,4,1743,1829,5.37962962962963,0.205151503393876,FALSE
"700",15,"ADRA2B","adrenoceptor alpha 2B",1,78,4,1746,1829,5.59615384615385,0.198295457022596,FALSE
"701",15,"ARAF","A-Raf proto-oncogene, serine/threonine kinase",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"702",15,"BRAF","B-Raf proto-oncogene, serine/threonine kinase",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"703",15,"CDK19","cyclin dependent kinase 19",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"704",15,"CDK8","cyclin dependent kinase 8",1,1,4,1823,1829,455.75,0.00546148664896839,TRUE
"705",15,"CSF1R","colony stimulating factor 1 receptor",1,7,4,1817,1829,64.8928571428571,0.0217029299899788,FALSE
"706",15,"CYP2D6","cytochrome P450 family 2 subfamily D member 6",1,158,4,1666,1829,2.63607594936709,0.365710729818927,FALSE
"707",15,"CYP3A4","cytochrome P450 family 3 subfamily A member 4",2,95,3,1729,1829,12.1333333333333,0.0250656332751035,FALSE
"708",15,"CYP3A5","cytochrome P450 family 3 subfamily A member 5",1,9,4,1815,1829,50.4166666666667,0.0270693331656225,FALSE
"709",15,"DDR1","discoidin domain receptor tyrosine kinase 1",1,4,4,1820,1829,113.75,0.0136089504456507,FALSE
"710",15,"DDR2","discoidin domain receptor tyrosine kinase 2",1,3,4,1821,1829,151.75,0.0108990849248972,FALSE
"711",15,"DRD3","dopamine receptor D3",1,78,4,1746,1829,5.59615384615385,0.198295457022596,FALSE
"712",15,"EGFR","epidermal growth factor receptor",1,14,4,1810,1829,32.3214285714286,0.0403823679189722,FALSE
"713",15,"EPHB4","EPH receptor B4",1,3,4,1821,1829,151.75,0.0108990849248972,FALSE
"714",15,"EPHX2","epoxide hydrolase 2",1,4,4,1820,1829,113.75,0.0136089504456507,FALSE
"715",15,"FGFR1","fibroblast growth factor receptor 1",1,2,4,1822,1829,227.75,0.00818326692633808,TRUE
"716",15,"FLT1","fms related receptor tyrosine kinase 1",1,6,4,1818,1829,75.75,0.0190108632040403,FALSE
"717",15,"FLT3","fms related receptor tyrosine kinase 3",1,2,4,1822,1829,227.75,0.00818326692633808,TRUE
"718",15,"FLT4","fms related receptor tyrosine kinase 4",1,4,4,1820,1829,113.75,0.0136089504456507,FALSE
"719",15,"GFER","growth factor, augmenter of liver regeneration",1,4,4,1820,1829,113.75,0.0136089504456507,FALSE
"720",15,"HIPK4","homeodomain interacting protein kinase 4",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"721",15,"HTR2A","5-hydroxytryptamine receptor 2A",1,117,4,1707,1829,3.6474358974359,0.283827758578512,FALSE
"722",15,"HTR2B","5-hydroxytryptamine receptor 2B",2,80,3,1744,1829,14.5333333333333,0.0181819775140651,FALSE
"723",15,"HTR2C","5-hydroxytryptamine receptor 2C",1,88,4,1736,1829,4.93181818181818,0.220966640163649,FALSE
"724",15,"HTR6","5-hydroxytryptamine receptor 6",1,49,4,1775,1829,9.05612244897959,0.129548926665806,FALSE
"725",15,"KDR","kinase insert domain receptor",1,5,4,1819,1829,90.95,0.0163128732788591,FALSE
"726",15,"KIT","KIT proto-oncogene, receptor tyrosine kinase",1,7,4,1817,1829,64.8928571428571,0.0217029299899788,FALSE
"727",15,"MAP3K20","mitogen-activated protein kinase kinase kinase 20",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"728",15,"MAPK14","mitogen-activated protein kinase 14",1,3,4,1821,1829,151.75,0.0108990849248972,FALSE
"729",15,"MAPK3","mitogen-activated protein kinase 3",1,0,4,1824,1829,Inf,0.00273373428102786,TRUE
"730",15,"PDGFRB","platelet derived growth factor receptor beta",1,7,4,1817,1829,64.8928571428571,0.0217029299899788,FALSE
"731",15,"RAF1","Raf-1 proto-oncogene, serine/threonine kinase",1,1,4,1823,1829,455.75,0.00546148664896839,TRUE
"732",15,"RET","ret proto-oncogene",1,4,4,1820,1829,113.75,0.0136089504456507,FALSE
"733",15,"TEK","TEK receptor tyrosine kinase",1,2,4,1822,1829,227.75,0.00818326692633808,TRUE
"734",16,"ADORA1","adenosine A1 receptor",1,10,5,1813,1829,36.26,0.035595015475989,FALSE
"735",16,"AR","androgen receptor",3,32,3,1791,1829,55.96875,0.000123575492972241,TRUE
"736",16,"CATSPER1","cation channel sperm associated 1",1,2,5,1821,1829,182.1,0.0098145444478408,FALSE
"737",16,"CATSPER2","cation channel sperm associated 2",1,2,5,1821,1829,182.1,0.0098145444478408,FALSE
"738",16,"CATSPER3","cation channel sperm associated 3",1,2,5,1821,1829,182.1,0.0098145444478408,FALSE
"739",16,"CATSPER4","cation channel sperm associated 4",1,2,5,1821,1829,182.1,0.0098145444478408,FALSE
"740",16,"CCL2","C-C motif chemokine ligand 2",1,0,5,1823,1829,Inf,0.00328048113723323,TRUE
"741",16,"CYP17A1","cytochrome P450 family 17 subfamily A member 1",1,8,5,1815,1829,45.375,0.0292029530490313,FALSE
"742",16,"CYP2C19","cytochrome P450 family 2 subfamily C member 19",1,79,5,1744,1829,4.41518987341772,0.235648057157809,FALSE
"743",16,"CYP2C9","cytochrome P450 family 2 subfamily C member 9",1,43,5,1780,1829,8.27906976744186,0.136108671048701,FALSE
"744",16,"CYP2J2","cytochrome P450 family 2 subfamily J member 2",1,6,5,1817,1829,60.5666666666667,0.0227756241456915,FALSE
"745",16,"ESR1","estrogen receptor 1",2,45,4,1778,1829,19.7555555555556,0.00907963808143357,FALSE
"746",16,"GNRHR","gonadotropin releasing hormone receptor",1,1,5,1822,1829,364.4,0.00655198940483548,TRUE
"747",16,"GNRHR2","gonadotropin releasing hormone receptor 2 (pseudogene)",1,0,5,1823,1829,Inf,0.00328048113723323,TRUE
"748",16,"NR3C1","nuclear receptor subfamily 3 group C member 1",4,55,2,1768,1829,64.2909090909091,1.39898546962619e-05,TRUE
"749",16,"NR3C2","nuclear receptor subfamily 3 group C member 2",1,15,5,1808,1829,24.1066666666667,0.0514218964723324,FALSE
"750",16,"OPRK1","opioid receptor kappa 1",1,24,5,1799,1829,14.9916666666667,0.0793649447118291,FALSE
"751",16,"P2RX3","purinergic receptor P2X 3",1,1,5,1822,1829,364.4,0.00655198940483548,TRUE
"752",16,"PGR","progesterone receptor",5,20,1,1803,1829,450.75,1.86205991332458e-09,TRUE
"753",16,"SERPINA6","serpin family A member 6",1,17,5,1806,1829,21.2470588235294,0.0576917433045681,FALSE
"754",16,"SHBG","sex hormone binding globulin",2,29,4,1794,1829,30.9310344827586,0.00399879819604924,TRUE
"755",16,"SIGMAR1","sigma non-opioid intracellular receptor 1",1,92,5,1731,1829,3.76304347826087,0.269155654554326,FALSE
"756",16,"TRPC5","transient receptor potential cation channel subfamily C member 5",1,10,5,1813,1829,36.26,0.035595015475989,FALSE
"757",17,"ABCC8","ATP binding cassette subfamily C member 8",1,13,14,1801,1829,9.8956043956044,0.109260897522675,FALSE
"758",17,"AR","androgen receptor",4,31,11,1783,1829,20.9149560117302,0.000132310027917131,TRUE
"759",17,"CYP19A1","cytochrome P450 family 19 subfamily A member 1",3,18,12,1796,1829,24.9444444444444,0.000543784080703358,TRUE
"760",17,"CYP2C19","cytochrome P450 family 2 subfamily C member 19",1,79,14,1735,1829,1.56871609403255,0.490088332167609,FALSE
"761",17,"HSD11B1","hydroxysteroid 11-beta dehydrogenase 1",1,6,14,1808,1829,21.5238095238095,0.0561049479982508,FALSE
"762",17,"HSD17B3","hydroxysteroid 17-beta dehydrogenase 3",1,2,14,1812,1829,64.7142857142857,0.0244156251915326,FALSE
"763",17,"KCNJ10","potassium inwardly rectifying channel subfamily J member 10",1,7,14,1807,1829,18.4387755102041,0.0638757634647851,FALSE
"764",17,"KCNJ11","potassium inwardly rectifying channel subfamily J member 11",1,18,14,1796,1829,7.12698412698413,0.145504218096877,FALSE
"765",17,"KCNJ8","potassium inwardly rectifying channel subfamily J member 8",1,6,14,1808,1829,21.5238095238095,0.0561049479982508,FALSE
"766",17,"NR3C1","nuclear receptor subfamily 3 group C member 1",5,54,10,1760,1829,16.2962962962963,6.90577846234624e-05,TRUE
"767",17,"NR3C2","nuclear receptor subfamily 3 group C member 2",4,12,11,1802,1829,54.6060606060606,5.04383044171256e-06,TRUE
"768",17,"PGR","progesterone receptor",3,22,12,1792,1829,20.3636363636364,0.000921939394726294,TRUE
"769",17,"SERPINA6","serpin family A member 6",3,15,12,1799,1829,29.9833333333333,0.000338620379674804,TRUE
"770",17,"SHBG","sex hormone binding globulin",4,27,11,1787,1829,24.0673400673401,8.10732889917766e-05,TRUE
"771",17,"SRD5A2","steroid 5 alpha-reductase 2",1,2,14,1812,1829,64.7142857142857,0.0244156251915326,FALSE
"772",18,"ADRA1A","adrenoceptor alpha 1A",1,82,10,1736,1829,2.11707317073171,0.400881669330289,FALSE
"773",18,"ADRA1B","adrenoceptor alpha 1B",1,59,10,1759,1829,2.98135593220339,0.307833273730432,FALSE
"774",18,"ADRA1D","adrenoceptor alpha 1D",1,71,10,1747,1829,2.46056338028169,0.357901960340108,FALSE
"775",18,"ADRA2A","adrenoceptor alpha 2A",1,81,10,1737,1829,2.14444444444444,0.397085412626737,FALSE
"776",18,"ADRA2C","adrenoceptor alpha 2C",1,75,10,1743,1829,2.324,0.373844932809058,FALSE
"777",18,"AGER","advanced glycosylation end-product specific receptor",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"778",18,"CELA1","chymotrypsin like elastase 1",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"779",18,"CHRM1","cholinergic receptor muscarinic 1",1,99,10,1719,1829,1.73636363636364,0.462181365881988,FALSE
"780",18,"CHRM2","cholinergic receptor muscarinic 2",1,75,10,1743,1829,2.324,0.373844932809058,FALSE
"781",18,"CHRM3","cholinergic receptor muscarinic 3",1,83,10,1735,1829,2.09036144578313,0.404656183441037,FALSE
"782",18,"CHRM4","cholinergic receptor muscarinic 4",1,73,10,1745,1829,2.39041095890411,0.365918997522902,FALSE
"783",18,"CHRM5","cholinergic receptor muscarinic 5",1,57,10,1761,1829,3.08947368421053,0.299151677142415,FALSE
"784",18,"CYP2D6","cytochrome P450 family 2 subfamily D member 6",1,158,10,1660,1829,1.05063291139241,0.6333244047825,FALSE
"785",18,"DRD2","dopamine receptor D2",1,101,10,1717,1829,1.7,0.469004832516282,FALSE
"786",18,"DRD3","dopamine receptor D3",1,78,10,1740,1829,2.23076923076923,0.385565057805185,FALSE
"787",18,"ELANE","elastase, neutrophil expressed",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"788",18,"GPR35","G protein-coupled receptor 35",1,4,10,1814,1829,45.35,0.0297436890392738,FALSE
"789",18,"HSD11B1","hydroxysteroid 11-beta dehydrogenase 1",1,6,10,1812,1829,30.2,0.0414142446749814,FALSE
"790",18,"HSD11B2","hydroxysteroid 11-beta dehydrogenase 2",1,3,10,1815,1829,60.5,0.0238601061172405,FALSE
"791",18,"HTR1A","5-hydroxytryptamine receptor 1A",1,82,10,1736,1829,2.11707317073171,0.400881669330289,FALSE
"792",18,"HTR7","5-hydroxytryptamine receptor 7",1,49,10,1769,1829,3.61020408163265,0.263426336999142,FALSE
"793",18,"KCNMA1","potassium calcium-activated channel subfamily M alpha 1",1,7,10,1811,1829,25.8714285714286,0.047201535184628,FALSE
"794",18,"MAOA","monoamine oxidase A",1,33,10,1785,1829,5.40909090909091,0.186963783572702,FALSE
"795",18,"MAOB","monoamine oxidase B",1,24,10,1794,1829,7.475,0.140849154244763,FALSE
"796",18,"NR3C1","nuclear receptor subfamily 3 group C member 1",1,58,10,1760,1829,3.03448275862069,0.303504772315443,FALSE
"797",18,"PRTN3","proteinase 3",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"798",18,"S100P","S100 calcium binding protein P",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"799",18,"SCN10A","sodium voltage-gated channel alpha subunit 10",1,33,10,1785,1829,5.40909090909091,0.186963783572702,FALSE
"800",18,"SCN11A","sodium voltage-gated channel alpha subunit 11",1,20,10,1798,1829,8.99,0.119600774530956,FALSE
"801",18,"SCN1A","sodium voltage-gated channel alpha subunit 1",1,34,10,1784,1829,5.24705882352941,0.19194617821376,FALSE
"802",18,"SCN2A","sodium voltage-gated channel alpha subunit 2",1,33,10,1785,1829,5.40909090909091,0.186963783572702,FALSE
"803",18,"SCN3A","sodium voltage-gated channel alpha subunit 3",1,31,10,1787,1829,5.76451612903226,0.176915115908652,FALSE
"804",18,"SCN4A","sodium voltage-gated channel alpha subunit 4",2,28,9,1790,1829,14.2063492063492,0.0130525577151187,FALSE
"805",18,"SCN5A","sodium voltage-gated channel alpha subunit 5",2,62,9,1756,1829,6.29390681003584,0.0540960297687299,FALSE
"806",18,"SCN7A","sodium voltage-gated channel alpha subunit 7",1,20,10,1798,1829,8.99,0.119600774530956,FALSE
"807",18,"SCN8A","sodium voltage-gated channel alpha subunit 8",1,21,10,1797,1829,8.55714285714286,0.124957185747859,FALSE
"808",18,"SCN9A","sodium voltage-gated channel alpha subunit 9",1,28,10,1790,1829,6.39285714285714,0.161630299144509,FALSE
"809",18,"SERPINA6","serpin family A member 6",1,17,10,1801,1829,10.5941176470588,0.103352198421005,FALSE
"810",18,"SHBG","sex hormone binding globulin",1,30,10,1788,1829,5.96,0.171848560942224,FALSE
"811",18,"SLCO1B1","solute carrier organic anion transporter family member 1B1",1,18,10,1800,1829,10,0.108798430236228,FALSE
"812",18,"SLCO1B3","solute carrier organic anion transporter family member 1B3",1,13,10,1805,1829,13.8846153846154,0.0812633570488517,FALSE
"813",18,"TOP2A","DNA topoisomerase II alpha",1,21,10,1797,1829,8.55714285714286,0.124957185747859,FALSE
"814",19,"ARG1","arginase 1",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"815",19,"CA1","carbonic anhydrase 1",1,49,10,1769,1829,3.61020408163265,0.263426336999142,FALSE
"816",19,"CA12","carbonic anhydrase 12",1,52,10,1766,1829,3.39615384615385,0.277012875661082,FALSE
"817",19,"CA2","carbonic anhydrase 2",2,64,9,1754,1829,6.09027777777778,0.0571806967541649,FALSE
"818",19,"CA9","carbonic anhydrase 9",1,51,10,1767,1829,3.46470588235294,0.272509558352063,FALSE
"819",19,"CHRM1","cholinergic receptor muscarinic 1",1,99,10,1719,1829,1.73636363636364,0.462181365881988,FALSE
"820",19,"CTNNB1","catenin beta 1",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"821",19,"CYP2C19","cytochrome P450 family 2 subfamily C member 19",1,79,10,1739,1829,2.20126582278481,0.389427220298981,FALSE
"822",19,"CYP2D6","cytochrome P450 family 2 subfamily D member 6",1,158,10,1660,1829,1.05063291139241,0.6333244047825,FALSE
"823",19,"F10","coagulation factor X",1,5,10,1813,1829,36.26,0.0355950154759888,FALSE
"824",19,"GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1",1,34,10,1784,1829,5.24705882352941,0.19194617821376,FALSE
"825",19,"GABRB3","gamma-aminobutyric acid type A receptor subunit beta3",1,29,10,1789,1829,6.16896551724138,0.166753669538625,FALSE
"826",19,"GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2",1,25,10,1793,1829,7.172,0.146087878914002,FALSE
"827",19,"HTR3A","5-hydroxytryptamine receptor 3A",1,28,10,1790,1829,6.39285714285714,0.161630299144509,FALSE
"828",19,"METAP1","methionyl aminopeptidase 1",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"829",19,"MMP1","matrix metallopeptidase 1",1,2,10,1816,1829,90.8,0.0179441067603756,FALSE
"830",19,"MMP12","matrix metallopeptidase 12",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"831",19,"MMP13","matrix metallopeptidase 13",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"832",19,"MMP14","matrix metallopeptidase 14",1,1,10,1817,1829,181.7,0.0119955303145409,FALSE
"833",19,"MMP2","matrix metallopeptidase 2",1,3,10,1815,1829,60.5,0.0238601061172405,FALSE
"834",19,"MMP3","matrix metallopeptidase 3",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"835",19,"MMP8","matrix metallopeptidase 8",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"836",19,"MMP9","matrix metallopeptidase 9",1,3,10,1815,1829,60.5,0.0238601061172405,FALSE
"837",19,"OR51E2","olfactory receptor family 51 subfamily E member 2",1,10,10,1808,1829,18.08,0.0643733496293033,FALSE
"838",19,"PKIA","cAMP-dependent protein kinase inhibitor alpha",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"839",19,"PRKACA","protein kinase cAMP-activated catalytic subunit alpha",1,2,10,1816,1829,90.8,0.0179441067603756,FALSE
"840",19,"ROCK1","Rho associated coiled-coil containing protein kinase 1",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"841",19,"ROCK2","Rho associated coiled-coil containing protein kinase 2",1,0,10,1818,1829,Inf,0.0060142154182613,TRUE
"842",19,"TRPA1","transient receptor potential cation channel subfamily A member 1",1,45,10,1773,1829,3.94,0.244949894197978,FALSE
"843",20,"ABCB1","ATP binding cassette subfamily B member 1",3,22,46,1758,1829,5.21146245059289,0.0274681270141352,FALSE
"844",20,"ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase",1,5,48,1775,1829,7.39583333333333,0.15054664992606,FALSE
"845",20,"ADORA3","adenosine A3 receptor",1,22,48,1758,1829,1.66477272727273,0.466570280789762,FALSE
"846",20,"ADRA1A","adrenoceptor alpha 1A",5,78,44,1702,1829,2.47960372960373,0.067852981713419,FALSE
"847",20,"ADRA1B","adrenoceptor alpha 1B",4,56,45,1724,1829,2.73650793650794,0.0739465369141921,FALSE
"848",20,"ADRA1D","adrenoceptor alpha 1D",4,68,45,1712,1829,2.23790849673203,0.123853034571,FALSE
"849",20,"ADRA2A","adrenoceptor alpha 2A",3,79,46,1701,1829,1.40423775454045,0.378174150236205,FALSE
"850",20,"ADRA2B","adrenoceptor alpha 2B",4,75,45,1705,1829,2.02074074074074,0.158259386666393,FALSE
"851",20,"ADRA2C","adrenoceptor alpha 2C",3,73,46,1707,1829,1.52501488981537,0.33322332351592,FALSE
"852",20,"ADRB1","adrenoceptor beta 1",3,48,46,1732,1829,2.35326086956522,0.154076610833621,FALSE
"853",20,"ADRB2","adrenoceptor beta 2",3,49,46,1731,1829,2.3039041703638,0.160574894251623,FALSE
"854",20,"ADRB3","adrenoceptor beta 3",2,19,47,1761,1829,3.94400895856663,0.106931188099329,FALSE
"855",20,"ALB","albumin",1,3,48,1777,1829,12.3402777777778,0.103013478071904,FALSE
"856",20,"BCR","BCR activator of RhoGEF and GTPase",1,5,48,1775,1829,7.39583333333333,0.15054664992606,FALSE
"857",20,"CHRM1","cholinergic receptor muscarinic 1",6,94,43,1686,1829,2.50272142503711,0.0475352889004587,FALSE
"858",20,"CHRM2","cholinergic receptor muscarinic 2",4,72,45,1708,1829,2.10864197530864,0.143086408411806,FALSE
"859",20,"CHRM3","cholinergic receptor muscarinic 3",5,79,44,1701,1829,2.44677790563866,0.0707277927490152,FALSE
"860",20,"CHRM4","cholinergic receptor muscarinic 4",3,71,46,1709,1829,1.56981016533987,0.318215912660318,FALSE
"861",20,"CHRM5","cholinergic receptor muscarinic 5",2,56,47,1724,1829,1.31003039513678,0.465336363866317,FALSE
"862",20,"CHRNA1","cholinergic receptor nicotinic alpha 1 subunit",1,9,48,1771,1829,4.09953703703704,0.238328355086683,FALSE
"863",20,"CYP1A2","cytochrome P450 family 1 subfamily A member 2",6,92,43,1688,1829,2.56016177957533,0.0437119691577411,FALSE
"864",20,"CYP2D6","cytochrome P450 family 2 subfamily D member 6",7,152,42,1628,1829,1.78508771929825,0.127078551910681,FALSE
"865",20,"CYP3A4","cytochrome P450 family 3 subfamily A member 4",2,95,47,1685,1829,0.754759238521836,0.744854764547087,FALSE
"866",20,"CYP51A1","cytochrome P450 family 51 subfamily A member 1",1,6,48,1774,1829,6.15972222222222,0.173378912215486,FALSE
"867",20,"DDR1","discoidin domain receptor tyrosine kinase 1",1,4,48,1776,1829,9.25,0.127096951811343,FALSE
"868",20,"DRD1","dopamine receptor D1",2,54,47,1726,1829,1.36012608353034,0.447036694427299,FALSE
"869",20,"DRD2","dopamine receptor D2",6,96,43,1684,1829,2.44767441860465,0.0515635520823094,FALSE
"870",20,"DRD3","dopamine receptor D3",2,77,47,1703,1829,0.941143962420558,0.634671131533511,FALSE
