Id,modularity_class,properties.name,properties._n_name,properties.n_name
18463,8,New-onset refractory status epilepticus,,
18462,8,"nan, nan, nan, nan","NEW-ONSET REFRACTORY STATUS EPILEPTICUS, NEW-ONSET REFRACTORY STATUS EPILEPTICUS|DE NOVO CRYPTOGENIC REFRACTORY MULTIFOCAL FEBRILE STATUS EPILEPTICUS|NEW ONSET REFRACTORY STATUS EPILEPTICUS|NORSE, NEW-ONSET REFRACTORY STATUS EPILEPTICUS|NORSE|NORSE - NEW-ONSET REFRACTORY STATUS EPILEPTICUS, NORSE|DE NOVO CRYPTOGENIC REFRACTORY MULTIFOCAL FEBRILE STATUS EPILEPTICUS|NEW ONSET REFRACTORY STATUS EPILEPTICUS|NEW-ONSET REFRACTORY STATUS EPILEPTICUS","NEW-ONSET REFRACTORY STATUS EPILEPTICUS, ['NEW-ONSET REFRACTORY STATUS EPILEPTICUS', 'DE NOVO CRYPTOGENIC REFRACTORY MULTIFOCAL FEBRILE STATUS EPILEPTICUS', 'NEW ONSET REFRACTORY STATUS EPILEPTICUS', 'NORSE'], ['NEW-ONSET REFRACTORY STATUS EPILEPTICUS', 'NORSE', 'NORSE - NEW-ONSET REFRACTORY STATUS EPILEPTICUS'], ['NORSE', 'DE NOVO CRYPTOGENIC REFRACTORY MULTIFOCAL FEBRILE STATUS EPILEPTICUS', 'NEW ONSET REFRACTORY STATUS EPILEPTICUS', 'NEW-ONSET REFRACTORY STATUS EPILEPTICUS']"
170514,9,,CRANIAL NERVE PALSIES|CRANIAL NERVE PALSY|CRANIAL NERVE PARESIS|CRANIAL NERVE PARALYSIS,"['CRANIAL NERVE PALSIES', 'CRANIAL NERVE PALSY', 'CRANIAL NERVE PARESIS', 'CRANIAL NERVE PARALYSIS']"
128833,9,,DYSGRAPHIA,DYSGRAPHIA
86560,9,,RINGING IN EARS|RINGING IN THE EARS|TINNITUS,"['RINGING IN EARS', 'RINGING IN THE EARS', 'TINNITUS']"
73632,9,,"HEARING LOSS, SENSORINEURAL|SENSORINEURAL DEAFNESS|SENSORINEURAL HEARING LOSS|SENSORINEURAL HEARING IMPAIRMENT","['HEARING LOSS, SENSORINEURAL', 'SENSORINEURAL DEAFNESS', 'SENSORINEURAL HEARING LOSS', 'SENSORINEURAL HEARING IMPAIRMENT']"
10368,9,Neurofibromatosis type 2,,
143237,9,,EPENDYMOMA,EPENDYMOMA
145293,9,,NONCANCEROUS GROWTH OF MEMBRANES COVERING BRAIN|MENINGIOMA,"['NONCANCEROUS GROWTH OF MEMBRANES COVERING BRAIN', 'MENINGIOMA']"
5369362,9,,,
133294,9,,BIRTHMARK|FLAT LIGHT-BROWN MARK ON SKIN|CAFE AU LAIT SPOTS|CAFE-AU-LAIT MACULE|CAFE-AU-LAIT MACULES|CAFE-AU-LAIT SPOTS|CAFE-AU-LAIT SPOT,"['BIRTHMARK', 'FLAT LIGHT-BROWN MARK ON SKIN', 'CAFE AU LAIT SPOTS', 'CAFE-AU-LAIT MACULE', 'CAFE-AU-LAIT MACULES', 'CAFE-AU-LAIT SPOTS', 'CAFE-AU-LAIT SPOT']"
201102,9,,MULTIPLE BIRTHMARKS|MULTIPLE FLAT LIGHT-BROWN MARKS ON SKIN|MULTIPLE CAFE-AU-LAIT SPOTS,"['MULTIPLE BIRTHMARKS', 'MULTIPLE FLAT LIGHT-BROWN MARKS ON SKIN', 'MULTIPLE CAFE-AU-LAIT SPOTS']"
128512,9,,CATARACTS|CLOUDING OF THE LENS OF THE EYE|CLOUDY LENS|LENS OPACITIES|LENS OPACITY|CATARACT,"['CATARACTS', 'CLOUDING OF THE LENS OF THE EYE', 'CLOUDY LENS', 'LENS OPACITIES', 'LENS OPACITY', 'CATARACT']"
115468,9,,JUVENILE POSTERIOR SUBCAPSULAR LENTICULAR OPACITIES,JUVENILE POSTERIOR SUBCAPSULAR LENTICULAR OPACITIES
25317,9,,UNILATERAL VESTIBULAR SCHWANNOMA,UNILATERAL VESTIBULAR SCHWANNOMA
26131,9,,ASTROCYTOMA,ASTROCYTOMA
35384,9,,PERIPHERAL SCHWANNOMA,PERIPHERAL SCHWANNOMA
194328,9,,SKIN CANCER (NON-MELANOMA)|DERMATOLOGICAL TUMORS|SKIN TUMORS|TUMOR OF THE SKIN|NEOPLASIA OF THE SKIN|SKIN CANCER|NEOPLASM OF THE SKIN,"['SKIN CANCER (NON-MELANOMA)', 'DERMATOLOGICAL TUMORS', 'SKIN TUMORS', 'TUMOR OF THE SKIN', 'NEOPLASIA OF THE SKIN', 'SKIN CANCER', 'NEOPLASM OF THE SKIN']"
47323,9,,RETINAL HAMARTOMA,RETINAL HAMARTOMA
47799,9,,OCCASIONAL NEUROFIBROMAS,OCCASIONAL NEUROFIBROMAS
89225,9,,IRIS HAMARTOMAS|LISCH NODULES,"['IRIS HAMARTOMAS', 'LISCH NODULES']"
103552,9,,MACULAR PUCKER|PREMACULAR FIBROSIS|EPIRETINAL MEMBRANES|EPIRETINAL MEMBRANE,"['MACULAR PUCKER', 'PREMACULAR FIBROSIS', 'EPIRETINAL MEMBRANES', 'EPIRETINAL MEMBRANE']"
103447,9,,CORTICAL CATARACT,CORTICAL CATARACT
138870,9,,"NODULE BELOW THE SKIN|FIRM LUMP UNDER THE SKIN|GROWTH OF ABNORMAL TISSUE UNDER THE SKIN|MULTIPLE, SUBCUTANEOUS NODULES|SUBCUTANEOUS NODULES|SUBCUTANEOUS NODULE","['NODULE BELOW THE SKIN', 'FIRM LUMP UNDER THE SKIN', 'GROWTH OF ABNORMAL TISSUE UNDER THE SKIN', 'MULTIPLE, SUBCUTANEOUS NODULES', 'SUBCUTANEOUS NODULES', 'SUBCUTANEOUS NODULE']"
148786,9,,"BELL'S PALSY|CRANIAL NERVE VII PALSY|FACIAL NERVE PALSY|FACIAL NERVE PARALYSIS|FACIAL PALSY, UNILATERAL OR BILATERAL|SEVENTH CRANIAL NERVE PALSY|VII TH CRANIAL NERVE PALSY|FACIAL MUSCLE WEAKNESS OF MUSCLES INNERVATED BY CN VII|FACIAL PALSY","[""BELL'S PALSY"", 'CRANIAL NERVE VII PALSY', 'FACIAL NERVE PALSY', 'FACIAL NERVE PARALYSIS', 'FACIAL PALSY, UNILATERAL OR BILATERAL', 'SEVENTH CRANIAL NERVE PALSY', 'VII TH CRANIAL NERVE PALSY', 'FACIAL MUSCLE WEAKNESS OF MUSCLES INNERVATED BY CN VII', 'FACIAL PALSY']"
116316,9,,CORNEAL CLOUDING|CORNEAL OPACITIES|REDUCTION OF CORNEAL CLARITY|SCARRING OR CLOUDING OF THE CORNEA OF THE EYE|CORNEAL OPACITY,"['CORNEAL CLOUDING', 'CORNEAL OPACITIES', 'REDUCTION OF CORNEAL CLARITY', 'SCARRING OR CLOUDING OF THE CORNEA OF THE EYE', 'CORNEAL OPACITY']"
193392,9,,ABNORMALITY OF RETINA BLOOD VESSELS|ABNORMALITY OF THE RETINAL VASCULATURE|ABNORMAL RETINAL VASCULAR MORPHOLOGY,"['ABNORMALITY OF RETINA BLOOD VESSELS', 'ABNORMALITY OF THE RETINAL VASCULATURE', 'ABNORMAL RETINAL VASCULAR MORPHOLOGY']"
139376,9,,ACCESSORY PROXIMAL METACARPAL OSSIFICATION CENTERS|METACARPAL PSEUDOEPIPHYSES|PSEUDOEPIPHYSES OF THE METACARPALS,"['ACCESSORY PROXIMAL METACARPAL OSSIFICATION CENTERS', 'METACARPAL PSEUDOEPIPHYSES', 'PSEUDOEPIPHYSES OF THE METACARPALS']"
101513,9,,NEOPLASM OF THE CNS|TUMORS OF THE CENTRAL NERVOUS SYSTEM|NEOPLASIA OF THE CENTRAL NERVOUS SYSTEM|NEOPLASM OF THE CENTRAL NERVOUS SYSTEM,"['NEOPLASM OF THE CNS', 'TUMORS OF THE CENTRAL NERVOUS SYSTEM', 'NEOPLASIA OF THE CENTRAL NERVOUS SYSTEM', 'NEOPLASM OF THE CENTRAL NERVOUS SYSTEM']"
176596,9,,PAPULES|SKIN PAPULES|PAPULE,"['PAPULES', 'SKIN PAPULES', 'PAPULE']"
5341218,9,,,
5369366,9,,,
5369364,9,,,
5369360,9,,,
5369368,9,,,
5369370,9,,,
5369372,9,,,
5369374,9,,,
5369376,9,,,
5369378,9,,,
5369380,9,,,
5369382,9,,,
5372502,9,,,
5376451,9,,,
