Id,properties._n_name,properties.n_name,modularity_class,
189565,"nan, nan, nan, nan, nan, nan, nan, nan","DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES, DECREASED LOWER LIMB VIBRATORY SENSE|DECREASED VIBRATORY SENSE IN LOWER LIMBS|DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES|DECREASED VIBRATORY SENSE IN THE LOWER LIMBS|DIMINISHED VIBRATORY SENSATION IN THE LEGS|DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE|DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS|IMPAIRED VIBRATION SENSATION IN THE LOWER LIMBS, DECREASED LOWER LIMB VIBRATORY SENSE, DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE, DECREASED VIBRATORY SENSE IN THE LOWER LIMBS, DECREASED VIBRATORY SENSE IN LOWER LIMBS, DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS, IMPAIRED VIBRATION SENSATION IN THE LOWER LIMBS|DECREASED LOWER LIMB VIBRATORY SENSE|DECREASED VIBRATORY SENSE IN LOWER LIMBS|DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES|DECREASED VIBRATORY SENSE IN THE LOWER LIMBS|DIMINISHED VIBRATORY SENSATION IN THE LEGS|DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE|DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS","DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES, ['DECREASED LOWER LIMB VIBRATORY SENSE', 'DECREASED VIBRATORY SENSE IN LOWER LIMBS', 'DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES', 'DECREASED VIBRATORY SENSE IN THE LOWER LIMBS', 'DIMINISHED VIBRATORY SENSATION IN THE LEGS', 'DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE', 'DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS', 'IMPAIRED VIBRATION SENSATION IN THE LOWER LIMBS'], DECREASED LOWER LIMB VIBRATORY SENSE, DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE, DECREASED VIBRATORY SENSE IN THE LOWER LIMBS, DECREASED VIBRATORY SENSE IN LOWER LIMBS, DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS, ['IMPAIRED VIBRATION SENSATION IN THE LOWER LIMBS', 'DECREASED LOWER LIMB VIBRATORY SENSE', 'DECREASED VIBRATORY SENSE IN LOWER LIMBS', 'DECREASED VIBRATORY SENSE IN THE LOWER EXTREMITIES', 'DECREASED VIBRATORY SENSE IN THE LOWER LIMBS', 'DIMINISHED VIBRATORY SENSATION IN THE LEGS', 'DISTAL SENSORY LOSS, ESPECIALLY VIBRATORY SENSE', 'DISTAL VIBRATORY IMPAIRMENT OF THE LOWER LIMBS']",14
206784,"nan, nan, nan, nan, nan, nan","LOWER LIMB SPASTICITY, LOWER LIMB SPASTICITY, SPASTICITY OF LOWER EXTREMITIES, SPASTICITY OF THE LOWER LIMBS, SPASTICITY OF LOWER LIMBS, LOWER LIMB SPASTICITY|SPASTICITY OF LOWER EXTREMITIES|SPASTICITY OF LOWER LIMBS|SPASTICITY OF THE LOWER LIMBS","LOWER LIMB SPASTICITY, LOWER LIMB SPASTICITY, SPASTICITY OF LOWER EXTREMITIES, SPASTICITY OF THE LOWER LIMBS, SPASTICITY OF LOWER LIMBS, ['LOWER LIMB SPASTICITY', 'SPASTICITY OF LOWER EXTREMITIES', 'SPASTICITY OF LOWER LIMBS', 'SPASTICITY OF THE LOWER LIMBS']",14
139596,"nan, nan, nan, nan, nan","URINARY URGENCY|MICTURITION URGENCY, OVERACTIVE BLADDER|URINARY URGENCY|OVERACTIVE BLADDER SYNDROME|URGENCY FREQUENCY SYNDROME, URGENCY OF URINATION, URINARY URGENCY, URINARY URGENCY|MUST HURRY TO PASS URINE|OVERACTIVE BLADDER|OVERACTIVE BLADDER SYNDROME|PRECIPITANCY OF MICTURITION|PRECIPITANCY OF URINE|URGENCY - URINATION|URGENCY FREQUENCY SYNDROME|URGENCY OF MICTURITION|URGENCY TO MICTURATE|URGENCY TO PASS URINE|URGENT DESIRE TO URINATE|URGING TO URINATE|URINARY PRECIPITANCY","['URINARY URGENCY', 'MICTURITION URGENCY'], ['OVERACTIVE BLADDER', 'URINARY URGENCY', 'OVERACTIVE BLADDER SYNDROME', 'URGENCY FREQUENCY SYNDROME'], URGENCY OF URINATION, URINARY URGENCY, ['URINARY URGENCY', 'MUST HURRY TO PASS URINE', 'OVERACTIVE BLADDER', 'OVERACTIVE BLADDER SYNDROME', 'PRECIPITANCY OF MICTURITION', 'PRECIPITANCY OF URINE', 'URGENCY - URINATION', 'URGENCY FREQUENCY SYNDROME', 'URGENCY OF MICTURITION', 'URGENCY TO MICTURATE', 'URGENCY TO PASS URINE', 'URGENT DESIRE TO URINATE', 'URGING TO URINATE', 'URINARY PRECIPITANCY']",14
13020,"nan, nan, nan, nan, nan, nan, nan, nan","PARAPARESIA ESPÁSTICA HEREDITARIA, FAMILIAL SPASTIC PARAPLEGIA|FRENCH SETTLEMENT DISEASE|HEREDITARY SPASTIC PARAPARESIS|STRUMPELL-LORRAIN DISEASE|HEREDITARY SPASTIC PARAPLEGIA, HEREDITARY SPASTIC PARAPLEGIA, HEREDITARY MOTOR AND SENSORY NEUROPATHY TYPE 5|CMT WITH PYRAMIDAL FEATURES|HEREDITARY MOTOR AND SENSORY NEUROPATHY 5|HMSN 5|PERONEAL MUSCULAR ATROPHY WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT, AUTOSOMAL DOMINANT HEREDITARY SPASTIC PARAPLEGIA|AUTOSOMAL DOMINANT SPASTIC PARAPLEGIA HEREDITARY|AUTOSOMAL RECESSIVE HEREDITARY SPASTIC PARAPLEGIA|AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA, HEREDITARY|CHARCOT MARIE TOOTH DISEASE WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT|CHARCOT-MARIE-TOOTH DISEASE WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT|CMT WITH PYRAMIDAL FEATURES|HEREDITARY AUTOSOMAL DOMINANT SPASTIC PARAPLEGIA|HEREDITARY AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA|HEREDITARY MOTOR AND SENSORY NEUROPATHY 5|HEREDITARY MOTOR AND SENSORY NEUROPATHY V|HEREDITARY MOTOR SENSORY NEUROPATHY WITH PYRAMIDAL SIGNS|HEREDITARY MOTOR-SENSORY NEUROPATHY WITH PYRAMIDAL SIGNS|HEREDITARY SPASTIC PARAPLEGIA|HEREDITARY SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE|HEREDITARY SPASTIC PARAPLEGIAS|HEREDITARY X LINKED RECESSIVE SPASTIC PARAPLEGIA|HEREDITARY X-LINKED RECESSIVE SPASTIC PARAPLEGIA|HEREDITARY, SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT|HEREDITARY, SPASTIC PARAPLEGIA, X-LINKED RECESSIVE|HMSN 5|HMSN TYPE V|HMSN V|HMSN V (HEREDITARY MOTOR AND SENSORY NEUROPATHY TYPE V)|HYPERTROPHIC MOTOR SENSORY NEUROPATHY SPASTIC PARAPLEGIA|HYPERTROPHIC MOTOR-SENSORY NEUROPATHY-SPASTIC PARAPLEGIA|PARAPLEGIA, HEREDITARY SPASTIC|PARAPLEGIA, SPASTIC, HEREDITARY|PARAPLEGIAS, HEREDITARY SPASTIC|PERONEAL MUSCULAR ATROPHY WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT|SPASTIC PARAPLEGIA 2|SPASTIC PARAPLEGIA HYPERTROPHIC MOTOR SENSORY NEUROPATHY|SPASTIC PARAPLEGIA TYPE 2|SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT, HEREDITARY|SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, HEREDITARY|SPASTIC PARAPLEGIA, HEREDITARY, AUTOSOMAL DOMINANT|SPASTIC PARAPLEGIA, HEREDITARY, AUTOSOMAL RECESSIVE|SPASTIC PARAPLEGIA, HEREDITARY, X-LINKED RECESSIVE|SPASTIC PARAPLEGIA, X-LINKED RECESSIVE, HEREDITARY|SPASTIC PARAPLEGIA-HYPERTROPHIC MOTOR-SENSORY NEUROPATHY|SPASTIC PARAPLEGIAS, HEREDITARY|TYPE V HEREDITARY MOTOR AND SENSORY NEUROPATHY|TYPE V, HMSN|X LINKED RECESSIVE HEREDITARY SPASTIC PARAPLEGIA|X-LINKED RECESSIVE HEREDITARY SPASTIC PARAPLEGIA|X-LINKED, SPASTIC PARAPLEGIA, HEREDITARY|SPASTIC PARAPLEGIA, HEREDITARY, HEREDITARY SPASTIC PARAPLEGIA, HEREDITARY SPASTIC PARAPLEGIA, HEREDITARY SPASTIC PARAPLEGIA|FAMILIAL SPASTIC PARAPARESIS|FAMILIAL SPASTIC PARAPLEGIA|FAMILIAL SPASTIC PARAPLEGIA SYNDROME|FRENCH SETTLEMENT DISEASE|HEREDITARY SPASTIC PARAPARESIS|HEREDITARY SPASTIC PARAPLEGIAS|HSP|HSP - HEREDITARY SPASTIC PARAPLEGIA|HYPERTROPHIC MOTOR SENSORY NEUROPATHY SPASTIC PARAPLEGIA|HYPERTROPHIC MOTOR-SENSORY NEUROPATHY-SPASTIC PARAPLEGIA|PARAPLEGIA, HEREDITARY SPASTIC|PARAPLEGIA, SPASTIC, HEREDITARY|PARAPLEGIAS, HEREDITARY SPASTIC|SPASTIC CONGENITAL PARAPLEGIA|SPASTIC PARAPLEGIA HYPERTROPHIC MOTOR SENSORY NEUROPATHY|SPASTIC PARAPLEGIA, HEREDITARY|SPASTIC PARAPLEGIA-HYPERTROPHIC MOTOR-SENSORY NEUROPATHY|SPASTIC PARAPLEGIAS, HEREDITARY|SPG|STRUMPELL-LORRAIN DISEASE|STRÜMPELL-LORRAIN DISEASE","PARAPARESIA ESPÁSTICA HEREDITARIA, ['FAMILIAL SPASTIC PARAPLEGIA', 'FRENCH SETTLEMENT DISEASE', 'HEREDITARY SPASTIC PARAPARESIS', 'STRUMPELL-LORRAIN DISEASE', 'HEREDITARY SPASTIC PARAPLEGIA'], HEREDITARY SPASTIC PARAPLEGIA, ['HEREDITARY MOTOR AND SENSORY NEUROPATHY TYPE 5', 'CMT WITH PYRAMIDAL FEATURES', 'HEREDITARY MOTOR AND SENSORY NEUROPATHY 5', 'HMSN 5', 'PERONEAL MUSCULAR ATROPHY WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT'], ['AUTOSOMAL DOMINANT HEREDITARY SPASTIC PARAPLEGIA', 'AUTOSOMAL DOMINANT SPASTIC PARAPLEGIA HEREDITARY', 'AUTOSOMAL RECESSIVE HEREDITARY SPASTIC PARAPLEGIA', 'AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA, HEREDITARY', 'CHARCOT MARIE TOOTH DISEASE WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT', 'CHARCOT-MARIE-TOOTH DISEASE WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT', 'CMT WITH PYRAMIDAL FEATURES', 'HEREDITARY AUTOSOMAL DOMINANT SPASTIC PARAPLEGIA', 'HEREDITARY AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA', 'HEREDITARY MOTOR AND SENSORY NEUROPATHY 5', 'HEREDITARY MOTOR AND SENSORY NEUROPATHY V', 'HEREDITARY MOTOR SENSORY NEUROPATHY WITH PYRAMIDAL SIGNS', 'HEREDITARY MOTOR-SENSORY NEUROPATHY WITH PYRAMIDAL SIGNS', 'HEREDITARY SPASTIC PARAPLEGIA', 'HEREDITARY SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE', 'HEREDITARY SPASTIC PARAPLEGIAS', 'HEREDITARY X LINKED RECESSIVE SPASTIC PARAPLEGIA', 'HEREDITARY X-LINKED RECESSIVE SPASTIC PARAPLEGIA', 'HEREDITARY, SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT', 'HEREDITARY, SPASTIC PARAPLEGIA, X-LINKED RECESSIVE', 'HMSN 5', 'HMSN TYPE V', 'HMSN V', 'HMSN V (HEREDITARY MOTOR AND SENSORY NEUROPATHY TYPE V)', 'HYPERTROPHIC MOTOR SENSORY NEUROPATHY SPASTIC PARAPLEGIA', 'HYPERTROPHIC MOTOR-SENSORY NEUROPATHY-SPASTIC PARAPLEGIA', 'PARAPLEGIA, HEREDITARY SPASTIC', 'PARAPLEGIA, SPASTIC, HEREDITARY', 'PARAPLEGIAS, HEREDITARY SPASTIC', 'PERONEAL MUSCULAR ATROPHY WITH PYRAMIDAL FEATURES, AUTOSOMAL DOMINANT', 'SPASTIC PARAPLEGIA 2', 'SPASTIC PARAPLEGIA HYPERTROPHIC MOTOR SENSORY NEUROPATHY', 'SPASTIC PARAPLEGIA TYPE 2', 'SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT, HEREDITARY', 'SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, HEREDITARY', 'SPASTIC PARAPLEGIA, HEREDITARY, AUTOSOMAL DOMINANT', 'SPASTIC PARAPLEGIA, HEREDITARY, AUTOSOMAL RECESSIVE', 'SPASTIC PARAPLEGIA, HEREDITARY, X-LINKED RECESSIVE', 'SPASTIC PARAPLEGIA, X-LINKED RECESSIVE, HEREDITARY', 'SPASTIC PARAPLEGIA-HYPERTROPHIC MOTOR-SENSORY NEUROPATHY', 'SPASTIC PARAPLEGIAS, HEREDITARY', 'TYPE V HEREDITARY MOTOR AND SENSORY NEUROPATHY', 'TYPE V, HMSN', 'X LINKED RECESSIVE HEREDITARY SPASTIC PARAPLEGIA', 'X-LINKED RECESSIVE HEREDITARY SPASTIC PARAPLEGIA', 'X-LINKED, SPASTIC PARAPLEGIA, HEREDITARY', 'SPASTIC PARAPLEGIA, HEREDITARY'], HEREDITARY SPASTIC PARAPLEGIA, HEREDITARY SPASTIC PARAPLEGIA, ['HEREDITARY SPASTIC PARAPLEGIA', 'FAMILIAL SPASTIC PARAPARESIS', 'FAMILIAL SPASTIC PARAPLEGIA', 'FAMILIAL SPASTIC PARAPLEGIA SYNDROME', 'FRENCH SETTLEMENT DISEASE', 'HEREDITARY SPASTIC PARAPARESIS', 'HEREDITARY SPASTIC PARAPLEGIAS', 'HSP', 'HSP - HEREDITARY SPASTIC PARAPLEGIA', 'HYPERTROPHIC MOTOR SENSORY NEUROPATHY SPASTIC PARAPLEGIA', 'HYPERTROPHIC MOTOR-SENSORY NEUROPATHY-SPASTIC PARAPLEGIA', 'PARAPLEGIA, HEREDITARY SPASTIC', 'PARAPLEGIA, SPASTIC, HEREDITARY', 'PARAPLEGIAS, HEREDITARY SPASTIC', 'SPASTIC CONGENITAL PARAPLEGIA', 'SPASTIC PARAPLEGIA HYPERTROPHIC MOTOR SENSORY NEUROPATHY', 'SPASTIC PARAPLEGIA, HEREDITARY', 'SPASTIC PARAPLEGIA-HYPERTROPHIC MOTOR-SENSORY NEUROPATHY', 'SPASTIC PARAPLEGIAS, HEREDITARY', 'SPG', 'STRUMPELL-LORRAIN DISEASE', 'STRÜMPELL-LORRAIN DISEASE']",14
935738,"nan, nan","ANKLE OR KNEE CLONUS, ANKLE OR KNEE CLONUS","ANKLE OR KNEE CLONUS, ANKLE OR KNEE CLONUS",14
848811,"nan, nan","UPPER LIMB WEAKNESS MAY OCCUR LATER, UPPER LIMB WEAKNESS MAY OCCUR LATER","UPPER LIMB WEAKNESS MAY OCCUR LATER, UPPER LIMB WEAKNESS MAY OCCUR LATER",14
848723,"nan, nan","UPPER LIMB SENSORY LOSS MAY OCCUR LATER, UPPER LIMB SENSORY LOSS MAY OCCUR LATER","UPPER LIMB SENSORY LOSS MAY OCCUR LATER, UPPER LIMB SENSORY LOSS MAY OCCUR LATER",14
988434,"nan, nan","CAUSED BY MUTATION IN THE KINESIN-5A GENE (KIF5A, 602821.0001), CAUSED BY MUTATION IN THE KINESIN-5A GENE (KIF5A, 602821.0001)","CAUSED BY MUTATION IN THE KINESIN-5A GENE (KIF5A, 602821.0001), CAUSED BY MUTATION IN THE KINESIN-5A GENE (KIF5A, 602821.0001)",14
816049,"nan, nan, nan, nan","SENSORIMOTOR AXONAL PERIPHERAL NEUROPATHY, AXONAL PERIPHERAL SENSORIMOTOR NEUROPATHY, AXONAL PERIPHERAL SENSORIMOTOR NEUROPATHY|AXONAL SENSORIMOTOR PERIPHERAL NEUROPATHY|SENSORIMOTOR AXONAL PERIPHERAL NEUROPATHY, AXONAL SENSORIMOTOR PERIPHERAL NEUROPATHY","SENSORIMOTOR AXONAL PERIPHERAL NEUROPATHY, AXONAL PERIPHERAL SENSORIMOTOR NEUROPATHY, ['AXONAL PERIPHERAL SENSORIMOTOR NEUROPATHY', 'AXONAL SENSORIMOTOR PERIPHERAL NEUROPATHY', 'SENSORIMOTOR AXONAL PERIPHERAL NEUROPATHY'], AXONAL SENSORIMOTOR PERIPHERAL NEUROPATHY",14
912382,"nan, nan","CEREBELLAR ATAXIA (RARE), CEREBELLAR ATAXIA (RARE)","CEREBELLAR ATAXIA (RARE), CEREBELLAR ATAXIA (RARE)",14
990828,"nan, nan","PARKINSONISM (IN SOME PATIENTS), PARKINSONISM (IN SOME PATIENTS)","PARKINSONISM (IN SOME PATIENTS), PARKINSONISM (IN SOME PATIENTS)",14
991242,"nan, nan","AMYOTROPHY OF THE LOWER LIMBS (IN SOME PATIENTS), AMYOTROPHY OF THE LOWER LIMBS (IN SOME PATIENTS)","AMYOTROPHY OF THE LOWER LIMBS (IN SOME PATIENTS), AMYOTROPHY OF THE LOWER LIMBS (IN SOME PATIENTS)",14
991218,"nan, nan","AMYOTROPHY OF THE UPPER LIMBS (IN SOME PATIENTS), AMYOTROPHY OF THE UPPER LIMBS (IN SOME PATIENTS)","AMYOTROPHY OF THE UPPER LIMBS (IN SOME PATIENTS), AMYOTROPHY OF THE UPPER LIMBS (IN SOME PATIENTS)",14
991296,"nan, nan","VARIABLE AGE AT ONSET, EARLY CHILDHOOD TO ADULT, VARIABLE AGE AT ONSET, EARLY CHILDHOOD TO ADULT","VARIABLE AGE AT ONSET, EARLY CHILDHOOD TO ADULT, VARIABLE AGE AT ONSET, EARLY CHILDHOOD TO ADULT",14
990262,"nan, nan","COGNITIVE DYSFUNCTION (IN SOME PATIENTS), COGNITIVE DYSFUNCTION (IN SOME PATIENTS)","COGNITIVE DYSFUNCTION (IN SOME PATIENTS), COGNITIVE DYSFUNCTION (IN SOME PATIENTS)",14
202667,"nan, nan","OBESITY|OBESE, HAVING TOO MUCH BODY FAT|OBESITY","['OBESITY', 'OBESE'], ['HAVING TOO MUCH BODY FAT', 'OBESITY']",14
149311,"nan, nan, nan, nan, nan, nan","CORTICOSPINAL SIGNS, PYRAMIDAL SIGNS, CORTICOSPINAL SIGNS|PYRAMIDAL SIGNS|PYRAMIDAL TRACT SIGNS|ABNORMAL PYRAMIDAL SIGN, ABNORMAL PYRAMIDAL SIGNS|ABNORMAL PYRAMIDAL SIGN|CORTICOSPINAL SIGNS|PYRAMIDAL SIGN|PYRAMIDAL SIGNS|PYRAMIDAL TRACT SIGNS|PYRAMIDAL TRACTS SIGNS, PYRAMIDAL TRACT SIGNS, PYRAMIDAL TRACTS SIGNS","CORTICOSPINAL SIGNS, PYRAMIDAL SIGNS, ['CORTICOSPINAL SIGNS', 'PYRAMIDAL SIGNS', 'PYRAMIDAL TRACT SIGNS', 'ABNORMAL PYRAMIDAL SIGN'], ['ABNORMAL PYRAMIDAL SIGNS', 'ABNORMAL PYRAMIDAL SIGN', 'CORTICOSPINAL SIGNS', 'PYRAMIDAL SIGN', 'PYRAMIDAL SIGNS', 'PYRAMIDAL TRACT SIGNS', 'PYRAMIDAL TRACTS SIGNS'], PYRAMIDAL TRACT SIGNS, PYRAMIDAL TRACTS SIGNS",14
